industry_desc,ind_code,year,emp_code,est_number,total_employment,paid_employees,total_income,total_exp,compensation,other_exp,value_of_output,intermediate_exp,value_added,tf_assets,change_inv,subsidy,commerce_transaction
"Manufacture of sporting and athletic goods, n.e.c.",15383,2016,B,7,54,47,47277.00,34719.00,9406.00,25314.00,45694.00,11685.00,26261.00,0.00,-4876.00,0.00,0.00
Manufacture of dolls and doll garments,15384,2016,B,3,33,33,39485.00,39018.00,6416.00,32602.00,26726.00,16855.00,7839.00,0.00,-15665.00,0.00,0.00
Manufacture of wheeled toys,15385,2016,B,6,61,61,31045.00,21375.00,5105.00,16270.00,30949.00,13242.00,16361.00,0.00,584.00,0.00,0.00
Manufacture of refined petroleum products,15156,2017,A,13,2084,2077,402306325.00,387911556.00,4979272.00,382932284.00,389860067.00,332262658.00,35937372.00,107653.00,-27031509.00,0.00,0.00
Manufacture of computers and peripheral equipment and accessories,15267,2017,A,41,58733,58733,185615193.00,166381552.00,16991010.00,149390541.00,185237783.00,140984886.00,39516994.00,1613211.00,-30698200.00,0.00,579915.00
Manufacture of communication equipment,15268,2017,A,13,4054,4053,7690882.00,7250359.00,937405.00,6312954.00,8050692.00,5805377.00,1740213.00,264793.00,928279.00,0.00,764683.00
Manufacture of consumer electronics,15269,2017,A,22,12964,12964,68172775.00,54814488.00,2661164.00,52153324.00,67188549.00,48855438.00,17297005.00,473197.00,-2067222.00,0.00,98644.00
Manufacture of motor vehicles,15350,2017,A,26,6926,6926,312926569.00,253152473.00,5653709.00,247498765.00,315069144.00,231693972.00,75796074.00,4499424.00,2458038.00,0.00,0.00
Manufacture of air and spacecraft and related machinery,15358,2017,A,8,1706,1706,11502034.00,6491157.00,1845151.00,4646006.00,12558214.00,5362871.00,7095807.00,0.00,5082185.00,0.00,0.00
Printing and service activities related to printing,1721,2017,A,337,15570,15507,26976727.00,23215297.00,2860365.00,20354932.00,25078718.00,17485540.00,7620146.00,251463.00,364766.00,0.00,0.00
Manufacture of basic chemicals,1725,2017,A,92,6991,6957,123490446.00,100868633.00,3341735.00,97526898.00,118762111.00,71886066.00,28706796.00,3334544.00,1230611.00,0.00,7747459.00
"Manufacture of other chemical products, n.e.c.",1726,2017,A,203,21593,21585,159498763.00,138739742.00,9887094.00,128852647.00,155557216.00,88091013.00,33597609.00,2585128.00,1338525.00,0.00,0.00
"Manufacture of pharmaceuticals, medicinal chemical and botanical products",1728,2017,A,86,13942,13926,76448151.00,66618372.00,7785407.00,58832965.00,54210903.00,23480234.00,18373902.00,1252893.00,-6275988.00,1780.00,0.00
Manufacture of rubber products,1729,2017,A,82,11460,11452,33647970.00,27183075.00,3439624.00,23743451.00,32552674.00,18701800.00,12514808.00,1552180.00,-73531.00,0.00,0.00
Manufacture of plastics products,1730,2017,A,471,45828,45701,106694675.00,95397173.00,10079194.00,85317979.00,106592471.00,77192749.00,24524899.00,3308233.00,4061548.00,57859.00,0.00
Manufacture of glass and glass products,1731,2017,A,41,4546,4538,17336007.00,14614481.00,1136848.00,13477633.00,17194174.00,10263732.00,4747296.00,11178.00,-140567.00,0.00,0.00
"Manufacture of non-metallic mineral products, n.e.c.",1732,2017,A,173,25385,25245,185276248.00,157727413.00,7090890.00,150636523.00,183140410.00,122533681.00,42445575.00,3687205.00,2062672.00,300.00,0.00
Manufacture of basic iron and steel,1733,2017,A,124,12129,12121,106756525.00,98043429.00,4055977.00,93987452.00,109841353.00,91084325.00,15185802.00,1354458.00,11344245.00,0.00,3697.00
Manufacture of basic precious and other non-ferrous metals,1734,2017,A,16,2010,2010,124463430.00,119384769.00,1056155.00,118328614.00,128187011.00,116444515.00,8944330.00,2668070.00,28353231.00,0.00,40410.00
Casting of metals,1735,2017,A,41,3978,3972,11002062.00,9821254.00,1117398.00,8703856.00,11054553.00,7510735.00,2813791.00,302046.00,-69862.00,0.00,0.00
"Manufacture of structural metal products, tanks, reservoirs and steam generators",1736,2017,A,149,17656,17604,31866719.00,29179801.00,3561760.00,25618041.00,29274058.00,20989172.00,6720511.00,656572.00,1991602.00,0.00,1323.00
Manufacture of other fabricated metal products; metal working service activities,1738,2017,A,291,35651,35595,81592791.00,74967072.00,9287971.00,65679101.00,80421311.00,55677066.00,20011239.00,2697287.00,2129724.00,15154.00,734346.00
Manufacture of electronic components,1739,2017,A,135,153036,153026,589669635.00,422303881.00,59434879.00,362869002.00,594822786.00,292983783.00,278695323.00,42893748.00,14699652.00,14587.00,56465539.00
"Manufacture of measuring, testing, navigating and control equipment; watches and clocks",1743,2017,A,11,2903,2903,4159151.00,3991130.00,781233.00,3209898.00,4254119.00,3003173.00,1039320.00,90367.00,523045.00,0.00,0.00
Manufacture of optical instruments and photographic equipment,1744,2017,A,31,10744,10736,29334343.00,25609046.00,3199735.00,22409311.00,29040743.00,20217008.00,8037011.00,463627.00,19770.00,0.00,0.00
"Manufacture of electric motors, generators, transformers and electricity distribution and control apparatus",1745,2017,A,45,7803,7790,14170941.00,12894388.00,1794128.00,11100260.00,14129283.00,9677279.00,3709353.00,208178.00,123303.00,104210.00,0.00
Manufacture of batteries and accumulators,1746,2017,A,6,1727,1727,10602672.00,9731754.00,970012.00,8761743.00,10990897.00,8449640.00,2352534.00,85710.00,816594.00,0.00,0.00
Manufacture of wiring and wiring devices,1747,2017,A,35,7218,7106,36264915.00,32809672.00,2062326.00,30747346.00,36131085.00,28359778.00,6544337.00,282216.00,1334537.00,0.00,0.00
Manufacture of electric lighting equipment,1748,2017,A,31,6338,6338,9475129.00,8344553.00,1307010.00,7037543.00,9203248.00,5802420.00,2842724.00,257907.00,18836.00,0.00,0.00
Manufacture of domestic appliances,1749,2017,A,19,2645,2632,18848904.00,18105923.00,1011836.00,17094087.00,16247304.00,12122572.00,2110145.00,251391.00,-2250314.00,0.00,0.00
Manufacture of other electrical equipment,1750,2017,A,15,4975,4975,44222806.00,38256278.00,1562013.00,36694265.00,44606736.00,32646151.00,8068953.00,99800.00,1200828.00,0.00,571881.00
Manufacture of general purpose machinery,1751,2017,A,77,19234,19234,73802376.00,66447078.00,6077268.00,60369810.00,73119035.00,53611844.00,15990208.00,886232.00,1190405.00,462933.00,306552.00
Manufacture of special purpose machinery,1752,2017,A,95,16781,16740,37447745.00,33125029.00,3781821.00,29343208.00,37074336.00,25129520.00,10342414.00,410484.00,441086.00,798.00,86710.00
Manufacture of bodies (coachwork) for motor vehicles; manufacture of trailers and semi-trailers,1754,2017,A,11,872,854,2962735.00,2618087.00,249853.00,2368234.00,2999200.00,2132978.00,762047.00,167929.00,17162.00,0.00,0.00
Manufacture of parts and accessories for motor vehicles,1755,2017,A,98,81750,81747,222284989.00,192714544.00,24140328.00,168574216.00,218086342.00,141202581.00,66667846.00,3663779.00,533140.00,443352.00,0.00
Building of ships and boats,1756,2017,A,27,4996,4935,61540995.00,69866240.00,3010931.00,66855309.00,59359128.00,53359519.00,4136615.00,900983.00,-4977006.00,1678136.00,0.00
"Manufacture of transport equipment, n.e.c.",1758,2017,A,29,8642,8635,99526924.00,93206608.00,3325933.00,89880675.00,87718504.00,63437015.00,13178355.00,1189915.00,2823290.00,0.00,0.00
Manufacture of furniture,1759,2017,A,265,21029,20945,30590497.00,28057737.00,4301531.00,23756205.00,29817511.00,20851594.00,7585887.00,352270.00,1004076.00,0.00,0.00
"Manufacture of jewelry, bijouterie and related articles",1760,2017,A,35,3360,3311,2399501.00,2347988.00,554463.00,1793525.00,2400107.00,1527758.00,684553.00,43452.00,62571.00,109671.00,0.00
Manufacture of sports goods,1762,2017,A,11,2402,2395,3739440.00,3397208.00,680936.00,2716272.00,3787150.00,2470921.00,1127572.00,34776.00,63352.00,0.00,0.00
Manufacture of games and toys,1763,2017,A,18,2793,2790,4389530.00,4145309.00,593788.00,3551521.00,4305024.00,2862778.00,979221.00,49120.00,-122851.00,204.00,0.00
Manufacture of medical and dental instruments and supplies,1764,2017,A,35,17363,17362,22250408.00,18912174.00,4391782.00,14520392.00,21395182.00,10316112.00,9300642.00,302247.00,57472.00,0.00,0.00
"Other manufacturing, n.e.c.",1765,2017,A,68,6597,6584,6901185.00,5923734.00,1315498.00,4608236.00,6794485.00,3694326.00,2615984.00,83525.00,61117.00,0.00,0.00
Manufacture of prepared animal feeds,1564,2017,A,125,10211,10152,99211781.00,87657211.00,2896063.00,84761149.00,98736132.00,76709514.00,17249492.00,1883517.00,-491532.00,0.00,0.00
Manufacture of knitted and crocheted apparel,15106,2017,A,21,3978,3974,3862176.00,3357621.00,756181.00,2601441.00,3870919.00,2087156.00,1351402.00,44398.00,92600.00,41807.00,0.00
Processing and preserving of meat,171,2017,A,129,23523,23458,101211766.00,87870254.00,5869592.00,82000663.00,100953718.00,68982942.00,21659784.00,3502299.00,2292513.00,500.00,63865.00
"Processing and preserving of fish, crustaceans and mollusks",172,2017,A,137,16501,16439,64689204.00,54471582.00,2848769.00,51622813.00,64285026.00,46946251.00,13980939.00,986725.00,801476.00,29097.00,388462.00
Processing and preserving of fruits and vegetables,173,2017,A,75,25216,25194,67335999.00,59808313.00,7811546.00,51996767.00,64923921.00,38892119.00,17720578.00,3470821.00,1331017.00,13247.00,8533605.00
Manufacture of vegetable and animal oils and fats,174,2017,A,88,11916,11892,161931154.00,147914968.00,3525309.00,144389659.00,162341971.00,140201167.00,18763439.00,868132.00,5839191.00,0.00,3676948.00
Manufacture of dairy products,175,2017,A,37,11351,11342,216424573.00,176976056.00,13249788.00,163726268.00,214436621.00,108358614.00,61936847.00,600025.00,-525950.00,0.00,231987.00
"Manufacture of grain mill products, starches and starch products",176,2017,A,131,8700,8442,82397401.00,72875406.00,2677092.00,70198315.00,81587806.00,61159488.00,15407001.00,1013988.00,1126403.00,630902.00,1757269.00
Manufacture of other food products,177,2017,A,740,93750,93364,316866805.00,280450133.00,26937413.00,253512720.00,309968705.00,194955761.00,75202899.00,9315985.00,4801268.00,0.00,51005.00
Manufacture of beverages,179,2017,A,101,16486,16486,252940680.00,225591785.00,16867282.00,208724503.00,249199094.00,107010729.00,114257898.00,8785979.00,-1975736.00,9578.00,322351.00
Manufacture of tobacco products,1710,2017,A,15,12372,12372,208455386.00,172448109.00,8185266.00,164262842.00,160339580.00,49895708.00,98956974.00,79403.00,-2817672.00,0.00,606.00
"Spinning, weaving and finishing of textiles",1711,2017,A,58,5784,5766,7621769.00,6911289.00,1143604.00,5767685.00,7571921.00,5019699.00,2318723.00,345338.00,213139.00,3471.00,0.00
Manufacture of other textiles,1712,2017,A,117,21202,21174,21668525.00,18840065.00,4020471.00,14819595.00,21873860.00,13784200.00,7428070.00,159143.00,464522.00,0.00,1455.00
"Manufacture of wearing apparel, except fur apparel",1713,2017,A,467,104212,104093,57936421.00,53053048.00,18735674.00,34317374.00,57662381.00,29395103.00,25361835.00,408979.00,615031.00,186343.00,0.00
Custom tailoring and dressmaking,1714,2017,A,36,1334,1321,573077.00,474397.00,159096.00,315301.00,566949.00,265248.00,271619.00,4109.00,11940.00,0.00,0.00
Tanning and dressing of leather; manufacture of luggage and handbags,1716,2017,A,53,14646,14614,22211454.00,18133823.00,3489890.00,14643934.00,21759278.00,12682398.00,8132569.00,5165896.00,101927.00,0.00,0.00
Manufacture of footwear,1717,2017,A,76,7218,7154,6923407.00,6562673.00,1107215.00,5455458.00,6969646.00,4727055.00,1749561.00,140267.00,63589.00,0.00,85.00
Sawmilling and planing of wood,1718,2017,A,28,1380,1363,2007888.00,1657044.00,148838.00,1508206.00,1918767.00,1230979.00,604217.00,118655.00,53008.00,0.00,0.00
"Manufacture of products of wood, cork, straw and plaiting materials",1719,2017,A,118,14371,14322,43784539.00,39537472.00,2254531.00,37282941.00,43859487.00,34352575.00,7579333.00,401927.00,1240772.00,199.00,36241.00
Manufacture of paper and paper products,1720,2017,A,201,20323,20256,89289059.00,78504472.00,4985918.00,73518554.00,88224785.00,65811902.00,18799195.00,891105.00,2750396.00,95554.00,67743.00
"Repair of fabricated metal products, machinery and equipment",1766,2017,A,150,13365,13352,27185845.00,23938837.00,4868004.00,19070833.00,27181986.00,16197429.00,9734371.00,1059540.00,-209809.00,26514.00,16344.00
Manufacture of domestic appliances,1749,2017,B,13,112,112,443533.00,418664.00,29597.00,389068.00,446583.00,360697.00,64623.00,212.00,5521.00,0.00,0.00
Manufacture of other electrical equipment,1750,2017,B,7,86,86,143152.00,113072.00,16156.00,96916.00,136520.00,82040.00,49999.00,3385.00,2551.00,0.00,0.00
Manufacture of general purpose machinery,1751,2017,B,47,594,585,569868.00,466075.00,78333.00,387742.00,561645.00,306297.00,206915.00,750.00,-11383.00,0.00,0.00
Manufacture of special purpose machinery,1752,2017,B,45,454,432,1213360.00,1099117.00,99981.00,999135.00,1204066.00,899514.00,241529.00,6969.00,31232.00,0.00,0.00
Manufacture of bodies (coachwork) for motor vehicles; manufacture of trailers and semi-trailers,1754,2017,B,28,241,241,60398.00,48961.00,17607.00,31354.00,60303.00,28882.00,30397.00,585.00,-1443.00,0.00,0.00
Manufacture of parts and accessories for motor vehicles,1755,2017,B,39,285,285,1050370.00,681165.00,42737.00,638428.00,1075146.00,610312.00,432891.00,0.00,58773.00,0.00,0.00
Building of ships and boats,1756,2017,B,21,257,257,917471.00,889812.00,43030.00,846782.00,286168.00,161250.00,90803.00,192.00,35222.00,0.00,0.00
"Manufacture of transport equipment, n.e.c.",1758,2017,B,30,162,131,91445.00,81620.00,13443.00,68177.00,91813.00,59014.00,27166.00,939.00,-740.00,0.00,0.00
Manufacture of furniture,1759,2017,B,680,4345,4097,2381081.00,1947122.00,321926.00,1625196.00,2103632.00,1096834.00,857342.00,199685.00,63728.00,0.00,0.00
"Manufacture of jewelry, bijouterie and related articles",1760,2017,B,55,412,407,378622.00,276350.00,63703.00,212646.00,330805.00,114876.00,177710.00,20835.00,26757.00,0.00,0.00
Manufacture of musical instruments,1761,2017,B,4,42,42,32945.00,28244.00,8535.00,19709.00,29051.00,7869.00,16078.00,18.00,-6066.00,0.00,0.00
Manufacture of sports goods,1762,2017,B,5,42,42,38136.00,33772.00,7873.00,25899.00,67351.00,31838.00,25223.00,0.00,22008.00,0.00,12520.00
Manufacture of games and toys,1763,2017,B,10,96,92,152041.00,207656.00,69864.00,137792.00,147343.00,107211.00,25149.00,45.00,-1398.00,0.00,0.00
Manufacture of medical and dental instruments and supplies,1764,2017,B,23,218,218,262153.00,243079.00,39209.00,203870.00,257802.00,173042.00,66975.00,3885.00,-9619.00,0.00,0.00
"Other manufacturing, n.e.c.",1765,2017,B,92,977,924,1049793.00,928981.00,103701.00,825280.00,1052626.00,749925.00,248095.00,7013.00,17176.00,0.00,0.00
"Repair of fabricated metal products, machinery and equipment",1766,2017,B,485,6209,6207,3979903.00,3603053.00,891390.00,2711664.00,3738365.00,2278999.00,1325034.00,94357.00,-32308.00,0.00,0.00
Manufacture of prepared animal feeds,1564,2017,B,68,1001,997,3044084.00,2381579.00,112427.00,2269152.00,2744765.00,1799717.00,815966.00,0.00,-26321.00,0.00,0.00
Manufacture of knitted and crocheted apparel,15106,2017,B,11,139,137,86643.00,66168.00,19813.00,46355.00,75402.00,33376.00,43084.00,102.00,-4379.00,0.00,0.00
Processing and preserving of meat,171,2017,B,108,918,815,2524997.00,2361980.00,110549.00,2251431.00,2364490.00,2072043.00,339778.00,0.00,54904.00,0.00,0.00
"Processing and preserving of fish, crustaceans and mollusks",172,2017,B,136,1522,1182,1492015.00,1316829.00,95394.00,1221435.00,1437125.00,1089467.00,308667.00,18025.00,-65371.00,36.00,0.00
Processing and preserving of fruits and vegetables,173,2017,B,82,888,627,530950.00,468445.00,54458.00,413987.00,523525.00,327349.00,144579.00,0.00,2131.00,0.00,0.00
Manufacture of vegetable and animal oils and fats,174,2017,B,51,525,469,12495415.00,12433627.00,53929.00,12379698.00,12498645.00,11597040.00,456833.00,39927.00,9106389.00,120.00,0.00
Manufacture of dairy products,175,2017,B,54,397,255,119085.00,95619.00,16365.00,79254.00,108880.00,64318.00,50855.00,1639.00,2146.00,0.00,0.00
"Manufacture of grain mill products, starches and starch products",176,2017,B,1125,10683,9179,7223840.00,6197488.00,1035002.00,5162486.00,6679797.00,4294911.00,2248745.00,264683.00,-263176.00,0.00,0.00
Manufacture of other food products,177,2017,B,7140,52918,42383,21414636.00,19498547.00,2734721.00,16763825.00,21014721.00,14779850.00,5094292.00,70064.00,-331082.00,1652.00,0.00
Manufacture of beverages,179,2017,B,2306,11612,10400,5512485.00,4561688.00,976889.00,3584799.00,5499315.00,2629969.00,2270528.00,381448.00,55624.00,0.00,0.00
"Spinning, weaving and finishing of textiles",1711,2017,B,74,907,885,305864.00,279847.00,83046.00,196801.00,302853.00,152598.00,128160.00,0.00,-11532.00,4275.00,0.00
Manufacture of other textiles,1712,2017,B,116,1274,1202,1007956.00,849084.00,155234.00,693850.00,989299.00,609586.00,352315.00,10277.00,-29548.00,16082.00,0.00
"Manufacture of wearing apparel, except fur apparel",1713,2017,B,552,6340,5809,1913025.00,1731357.00,665421.00,1065936.00,1978865.00,985332.00,898571.00,1320.00,9921.00,0.00,0.00
Custom tailoring and dressmaking,1714,2017,B,563,4325,4043,2006930.00,1762733.00,453953.00,1308780.00,2000676.00,992888.00,786798.00,941.00,-13090.00,0.00,0.00
Manufacture of refined petroleum products,15156,2017,B,6,61,61,1834774.00,1805778.00,16985.00,1788793.00,1824318.00,1698105.00,63347.00,5098.00,80581.00,0.00,0.00
Tanning and dressing of leather; manufacture of luggage and handbags,1716,2017,B,47,686,614,475222.00,435876.00,58242.00,377634.00,465975.00,357507.00,91486.00,3972.00,10562.00,0.00,0.00
Manufacture of footwear,1717,2017,B,94,1199,960,288258.00,259201.00,57640.00,201561.00,286753.00,179056.00,96656.00,0.00,8928.00,0.00,0.00
Sawmilling and planing of wood,1718,2017,B,65,633,587,515871.00,426767.00,62297.00,364470.00,477724.00,294770.00,168346.00,6293.00,-48151.00,0.00,0.00
"Manufacture of products of wood, cork, straw and plaiting materials",1719,2017,B,268,2195,2062,1123979.00,942317.00,197217.00,745100.00,1122621.00,572802.00,479417.00,36998.00,-22743.00,486.00,0.00
Manufacture of paper and paper products,1720,2017,B,146,1533,1503,3251299.00,2695519.00,272985.00,2422534.00,3023802.00,1922517.00,884108.00,5786.00,22913.00,0.00,0.00
Printing and service activities related to printing,1721,2017,B,1244,12962,12785,10627851.00,9800254.00,1773609.00,8026645.00,9323480.00,5874715.00,2985605.00,79492.00,-1098770.00,0.00,0.00
Manufacture of basic chemicals,1725,2017,B,118,1465,1436,6719432.00,5857144.00,590261.00,5266883.00,6245607.00,3518310.00,1953892.00,114057.00,-301368.00,0.00,0.00
